date,event_id,tournament,category,surface,home,away,start_ts
2025-08-29,14558859,ITF W15 Ankara 2 Women Doubles,ITF Women,,Easwaramurthi A / Khayndrava I,Evtimova D / Vaissaud D,1756390500
2025-08-29,14558860,ITF W15 Ankara 2 Women Doubles,ITF Women,,Golovina M / Kuzmova K,Aydemir D / Farzami M,1756392300
2025-08-29,14558907,ITF W15 Kaltenkirchen Women Doubles,ITF Women,,Coppez K / Gadamauri T,Mettraux M / Petretic L,1756389600
2025-08-29,14558908,ITF W15 Kaltenkirchen Women Doubles,ITF Women,,Petkovic A / Pribylova A,Brockmann T / Preugschat P,1756392300
2025-08-29,14558879,ITF W15 Monastir 33 Women Doubles,ITF Women,,John-Baptiste L / Milovanovic E,Kashyap H / Zaremba M,1756379700
2025-08-29,14558881,ITF W15 Monastir 33 Women Doubles,ITF Women,,McBride J / Poling L,Mihail D M / Verster N,1756383300
2025-08-29,14558882,ITF W15 Monastir 33 Women Doubles,ITF Women,,Rassil R / Tahiri M,Odorizzi C / Osterreicher M,1756386900
2025-08-29,14558880,ITF W15 Monastir 33 Women Doubles,ITF Women,,Soussi L / Van Poppel E,Bosman C / Veldman K,1756394100
2025-08-29,14558824,ITF W35 Trieste Women Doubles,ITF Women,,Basiletti N / Maduzzi G,De Stefano S / Mazzola A,1756454400
2025-08-29,14558825,ITF W35 Trieste Women Doubles,ITF Women,,Corvi A / Ruggeri J,Alvisi E / Chiesa E,1756449000
2025-08-29,14558827,ITF W35 Verbier 2 Women Doubles,ITF Women,,Dencheva R / Stankiewicz M,Lemaitre T / Smith T N,1756454400
2025-08-29,14558828,ITF W35 Verbier 2 Women Doubles,ITF Women,,Grammatikopoulou V / Marcinkevica D,Vogt M / Voracek E M,1756454400
2025-08-29,14558806,ITF W50 Bytom Women Doubles,ITF Women,,Feistel G / Hindova D,Gamiz A / Vedder E,1756372500
2025-08-29,14558795,ITF W50 Bytom Women Doubles,ITF Women,,Cortez Llorca L / Zavatska K,Brune A / Firman A,1756391400
2025-08-29,14558818,ITF W50 Oldenzaal Women Doubles,ITF Women,,Daems J / Schmidt A,Noha Akugue N / Oz I,1756397700
2025-08-29,14558819,ITF W50 Oldenzaal Women Doubles,ITF Women,,Ebeling Koning L / Van Den Broek I,Kazionova E / Tikhonova A,1756394100
2025-08-29,14512827,"UTR PTT Bali Men +H 02, Group A",UTR Men,,Alexander Klintcharov,Tegar Abdi Satrio Wibowo,1756436100
2025-08-29,14512856,"UTR PTT Bali Men +H 02, Group A",UTR Men,,Rodion Malmygin,Stefan Menichella,1756434300
2025-08-29,14512960,"UTR PTT Bali Men +H 02, Group B",UTR Men,,Eric Tripathi,Renaldi Aqila A Salim,1756430100
2025-08-29,14512955,"UTR PTT Bali Men +H 02, Group B",UTR Men,,Stefan Storch,Anthony Susanto,1756427400
2025-08-29,14512964,"UTR PTT Bali Men +H 02, Group C",UTR Men,,Diogo Morais,Maan Kesharwani,1756443300
2025-08-29,14512983,"UTR PTT Bali Men +H 02, Group C",UTR Men,,Vadym Konovchuk,Yash Yadav,1756447800
2025-08-29,14512968,"UTR PTT Bali Men +H 02, Group D",UTR Men,,Cian Maguire,Ajay Malik,1756451700
2025-08-29,14512966,"UTR PTT Bali Men +H 02, Group D",UTR Men,,Joao Graca,Patricio Alvarado,1756446300
2025-08-29,14520559,"UTR PTT Boise Men 02, Group A",UTR Men,,Karl Poling,Julius Seifert,1756408500
2025-08-29,14520555,"UTR PTT Boise Men 02, Group A",UTR Men,,Liam Spiers,Lukas Velik,1756411800
2025-08-29,14520539,"UTR PTT Boise Men 02, Group A",UTR Men,,Adam Duda,Julius Seifert,1756488600
2025-08-29,14520529,"UTR PTT Boise Men 02, Group A",UTR Men,,Karl Poling,Lukas Velik,1756480500
2025-08-29,14520531,"UTR PTT Boise Men 02, Group B",UTR Men,,Tannor Binder,Theo Coats,1756405800
2025-08-29,14520558,"UTR PTT Boise Men 02, Group B",UTR Men,,Andre Alcantara,Taiyo Kurata,1756401000
2025-08-29,14520534,"UTR PTT Boise Men 02, Group B",UTR Men,,Filip Soderqvist,Theo Coats,1756492200
2025-08-29,14520547,"UTR PTT Boise Men 02, Group B",UTR Men,,Tannor Binder,Taiyo Kurata,1756476000
2025-08-29,14520548,"UTR PTT Boise Men 02, Group C",UTR Men,,Idriss Haddouch,Avery Tallakson,1756406700
2025-08-29,14520536,"UTR PTT Boise Men 02, Group C",UTR Men,,John Chin,Ryoma Mishiro,1756404600
2025-08-29,14520523,"UTR PTT Boise Men 02, Group C",UTR Men,,Idriss Haddouch,Ryoma Mishiro,1756484100
2025-08-29,14520524,"UTR PTT Boise Men 02, Group C",UTR Men,,Vincent Yang,Avery Tallakson,1756474200
2025-08-29,14520533,"UTR PTT Boise Men 02, Group D",UTR Men,,Dylan Charlap,Stewart Aronson,1756393200
2025-08-29,14540724,"UTR PTT Boise Men 02, Group D",UTR Men,,Samuel Rovai,Brayden Tallakson,1756392000
2025-08-29,14520541,"UTR PTT Boise Men 02, Group D",UTR Men,,Carson Baker,Stewart Aronson,1756491300
2025-08-29,14540721,"UTR PTT Boise Men 02, Group D",UTR Men,,Dylan Charlap,Brayden Tallakson,1756492200
2025-08-29,14560196,"UTR PTT Gold Coast Men 02, 1-4 Playoff",UTR Men,,Matthew Burton,Zane Stevens,1756417500
2025-08-29,14560195,"UTR PTT Gold Coast Men 02, 1-4 Playoff",UTR Men,,Scott Jones,Noah Brownrigg,1756418100
2025-08-29,14560291,"UTR PTT Gold Coast Men 02, 5-8 Playoff",UTR Men,,Lachlan McFadzean,Chase Zhao,1756435200
2025-08-29,14560290,"UTR PTT Gold Coast Men 02, 5-8 Playoff",UTR Men,,Sam Oster,Zachary Adam-Gedge,1756429200
2025-08-29,14560376,"UTR PTT Gold Coast Men 02, 9-12 Playoff",UTR Men,,Cameron Burton,Cade Birrell,1756425600
2025-08-29,14560289,"UTR PTT Gold Coast Men 02, 9-12 Playoff",UTR Men,,Tomislav Edward Papac,Alexey Shtengelov,1756425600
2025-08-29,14560292,"UTR PTT Gold Coast Men 02, 13-16 Playoff",UTR Men,,Haruto Ishikawa,Kye Bennett,1756347000
2025-08-29,14560350,"UTR PTT Gold Coast Men 02, 13-16 Playoff",UTR Men,,Ethan Connelly,Kuma Ito,1756426500
2025-08-29,14518490,"UTR PTT Knoxville Men 03, Group A",UTR Men,,Ashton Adesoro,Murilo Antunes Burckhardt,1756402800
2025-08-29,14550141,"UTR PTT Knoxville Men 03, Group A",UTR Men,,Alexander Kotzen,Piotr Siekanowicz,1756395000
2025-08-29,14518502,"UTR PTT Knoxville Men 03, Group A",UTR Men,,Alejandro Moreno,Murilo Antunes Burckhardt,1756470600
2025-08-29,14518487,"UTR PTT Knoxville Men 03, Group A",UTR Men,,Ashton Adesoro,Piotr Siekanowicz,1756471500
2025-08-29,14518492,"UTR PTT Knoxville Men 03, Group B",UTR Men,,Jose Garcia,Daniil Kakhniuk,1756386900
2025-08-29,14518505,"UTR PTT Knoxville Men 03, Group B",UTR Men,,Aleksandr Kalinin,Ethan Muza,1756404600
2025-08-29,14518493,"UTR PTT Knoxville Men 03, Group B",UTR Men,,Aleksandr Kalinin,Daniil Kakhniuk,1756481400
2025-08-29,14518494,"UTR PTT Knoxville Men 03, Group B",UTR Men,,Alex Alvarez Moreno,Ethan Muza,1756482300
2025-08-29,14527697,"UTR PTT Knoxville Men 03, Group C",UTR Men,,Rahul Sachdev,Adrien Jonah Abarca,1756396500
2025-08-29,14518496,"UTR PTT Knoxville Men 03, Group C",UTR Men,,Alex Kuperstein,Jan Kobierski,1756395000
2025-08-29,14527698,"UTR PTT Knoxville Men 03, Group C",UTR Men,,Rahul Sachdev,Jan Kobierski,1756479600
2025-08-29,14518514,"UTR PTT Knoxville Men 03, Group C",UTR Men,,William Freshwater,Adrien Jonah Abarca,1756473300
2025-08-29,14518501,"UTR PTT Knoxville Men 03, Group D",UTR Men,,Miles Groom,Lucas Bitzer,1756384200
2025-08-29,14518489,"UTR PTT Knoxville Men 03, Group D",UTR Men,,Boruch Skierkier,Woohyuk Chang,1756402800
2025-08-29,14518751,"UTR PTT Knoxville Men 03, Group D",UTR Men,,Arjun Prabhakar,Woohyuk Chang,1756481400
2025-08-29,14518507,"UTR PTT Knoxville Men 03, Group D",UTR Men,,Boruch Skierkier,Lucas Bitzer,1756485000
2025-08-29,14557483,"UTR PTT Olomouc Men 06, Group A",UTR Men,,Leonardo Mileikowsky,Sebastian Chodura,1756374900
2025-08-29,14516739,"UTR PTT Olomouc Men 06, Group A",UTR Men,,Daniel Siniakov,Adam Jurajda,1756381200
2025-08-29,14516773,"UTR PTT Olomouc Men 06, Group A",UTR Men,,Daniel Siniakov,Robert Rumler,1756449000
2025-08-29,14516742,"UTR PTT Olomouc Men 06, Group A",UTR Men,,Leonardo Mileikowsky,Robert Rumler,1756457100
2025-08-29,14557482,"UTR PTT Olomouc Men 06, Group A",UTR Men,,Daniel Siniakov,Sebastian Chodura,1756454400
2025-08-29,14516772,"UTR PTT Olomouc Men 06, Group A",UTR Men,,Elisha Thornton,Adam Jurajda,1756465200
2025-08-29,14516756,"UTR PTT Olomouc Men 06, Group B",UTR Men,,Dominik Recek,Piotr Galus,1756380600
2025-08-29,14516761,"UTR PTT Olomouc Men 06, Group B",UTR Men,,Vitek Horak,Piotr Galus,1756446300
2025-08-29,14516769,"UTR PTT Olomouc Men 06, Group B",UTR Men,,Dominik Recek,Patrik Homola,1756461600
2025-08-29,14516766,"UTR PTT Olomouc Men 06, Group C",UTR Men,,Stepan Baum,David Schwarc,1756372800
2025-08-29,14553099,"UTR PTT Olomouc Men 06, Group C",UTR Men,,Leo Pade,David Schwarc,1756444500
2025-08-29,14516750,"UTR PTT Olomouc Men 06, Group C",UTR Men,,Stepan Baum,David Knesl,1756461600
2025-08-29,14516771,"UTR PTT Olomouc Men 06, Group D",UTR Men,,Nikolaj Katic,Gabriel Matuszewski,1756459800
2025-08-29,14516777,"UTR PTT Olomouc Men 06, Group D",UTR Men,,Sebastian Prechtel,Egor Matvievici,1756463400
2025-08-29,14558653,"UTR PTT San Diego Men 02, Group A",UTR Men,,Colson Wells,Santiago Giamichelle,1756492200
2025-08-29,14558654,"UTR PTT San Diego Men 02, Group A",UTR Men,,Miles Jones,Felipe Pinzon Moreno,1756481400
2025-08-29,14558667,"UTR PTT San Diego Men 02, Group B",UTR Men,,Calvin Baierl,Tanapatt Nirundorn,1756498500
2025-08-29,14558664,"UTR PTT San Diego Men 02, Group B",UTR Men,,Aleksa Ciric,Azariah Rusher,1756506600
2025-08-29,14558651,"UTR PTT San Diego Men 02, Group C",UTR Men,,JanMagnus Johnson,Elias Shokry,1756484100
2025-08-29,14558652,"UTR PTT San Diego Men 02, Group C",UTR Men,,Landon Ardila,Carter Pate,1756490400
2025-08-29,14558673,"UTR PTT San Diego Men 02, Group C",UTR Men,,Elias Shokry,Landon Ardila,1756505700
2025-08-29,14558660,"UTR PTT San Diego Men 02, Group C",UTR Men,,JanMagnus Johnson,Carter Pate,1756503900
2025-08-29,14558657,"UTR PTT San Diego Men 02, Group D",UTR Men,,Agustin Mastri,Derrick Chen,1756483200
2025-08-29,14558655,"UTR PTT San Diego Men 02, Group D",UTR Men,,Matic Kriznik,Joaquin Benoit,1756494000
2025-08-29,14558659,"UTR PTT San Diego Men 02, Group D",UTR Men,,Agustin Mastri,Joaquin Benoit,1756499400
2025-08-29,14558656,"UTR PTT San Diego Men 02, Group D",UTR Men,,Derrick Chen,Matic Kriznik,1756514700
2025-08-29,14516898,"UTR PTT Boise Women 02, Group A",UTR Women,,Ava Markham,Paula Schaefer,1756388700
2025-08-29,14518758,"UTR PTT Boise Women 02, Group A",UTR Women,,Stella Beldiman,Ariane Lesterhuis,1756408200
2025-08-29,14516909,"UTR PTT Boise Women 02, Group A",UTR Women,,Stella Beldiman,Paula Schaefer,1756488600
2025-08-29,14518756,"UTR PTT Boise Women 02, Group A",UTR Women,,Waverly Potter,Ariane Lesterhuis,1756488600
2025-08-29,14516900,"UTR PTT Boise Women 02, Group B",UTR Women,,Tereza Polakova,Selma Stefania Cadar,1756397700
2025-08-29,14518762,"UTR PTT Boise Women 02, Group B",UTR Women,,Avery Olsen,Ryan Kershner,1756405800
2025-08-29,14516912,"UTR PTT Boise Women 02, Group B",UTR Women,,Tereza Polakova,Ryan Kershner,1756398600
2025-08-29,14559041,"UTR PTT Boise Women 02, Group B",UTR Women,,Avery Olsen,Nikoline Gullacksen,1756402800
2025-08-29,14516901,"UTR PTT Boise Women 02, Group B",UTR Women,,Olive Maunupau,Selma Stefania Cadar,1756492200
2025-08-29,14559042,"UTR PTT Boise Women 02, Group B",UTR Women,,Tereza Polakova,Nikoline Gullacksen,1756485900
2025-08-29,14516899,"UTR PTT Boise Women 02, Group C",UTR Women,,Autumn Rabjohns,Masa Viriant,1756391400
2025-08-29,14516905,"UTR PTT Boise Women 02, Group C",UTR Women,,Lily Revak,Ella Piron,1756411200
2025-08-29,14516917,"UTR PTT Boise Women 02, Group C",UTR Women,,Adesuwa Osabuohien,Ella Piron,1756478700
2025-08-29,14516892,"UTR PTT Boise Women 02, Group C",UTR Women,,Lily Revak,Masa Viriant,1756476000
2025-08-29,14516920,"UTR PTT Boise Women 02, Group D",UTR Women,,Miruna Scarlat,Allison Nicole Isaacs,1756396500
2025-08-29,14518755,"UTR PTT Boise Women 02, Group D",UTR Women,,Sophia Dumitrascu,Amiya Bowles,1756408500
2025-08-29,14518761,"UTR PTT Boise Women 02, Group D",UTR Women,,Polina Marakhtanova,Amiya Bowles,1756483200
2025-08-29,14516915,"UTR PTT Boise Women 02, Group D",UTR Women,,Sophia Dumitrascu,Allison Nicole Isaacs,1756475100
2025-08-29,14520693,"UTR PTT Knoxville Women 03, Group A",UTR Women,,Dalayna Hewitt,Tanika Saravanan,1756388700
2025-08-29,14520694,"UTR PTT Knoxville Women 03, Group A",UTR Women,,Gabriella Rawles,Reese Frank,1756396500
2025-08-29,14520692,"UTR PTT Knoxville Women 03, Group A",UTR Women,,Dalayna Hewitt,Reese Frank,1756476900
2025-08-29,14520695,"UTR PTT Knoxville Women 03, Group A",UTR Women,,Saray Yli-Piipari,Tanika Saravanan,1756470600
2025-08-29,14520493,"UTR PTT Knoxville Women 03, Group B",UTR Women,,Neena Feldman,Yuliya Hatouka,1756404600
2025-08-29,14520497,"UTR PTT Knoxville Women 03, Group B",UTR Women,,Yilin Yan,Karma Yacavino,1756412700
2025-08-29,14520496,"UTR PTT Knoxville Women 03, Group B",UTR Women,,Alden Russell,Karma Yacavino,1756472400
2025-08-29,14520495,"UTR PTT Knoxville Women 03, Group B",UTR Women,,Yilin Yan,Yuliya Hatouka,1756470600
2025-08-29,14542447,"UTR PTT Knoxville Women 03, Group C",UTR Women,,Alyson Shannon,Leyla Fiorella Britez Risso,1756401300
2025-08-29,14542446,"UTR PTT Knoxville Women 03, Group C",UTR Women,,Briley Rhoden,Alaina Lisanti,1756410300
2025-08-29,14559605,"UTR PTT Knoxville Women 03, Group C",UTR Women,,Katya Shepherd Johnson,Alaina Lisanti,1756396800
2025-08-29,14542445,"UTR PTT Knoxville Women 03, Group C",UTR Women,,Briley Rhoden,Leyla Fiorella Britez Risso,1756476000
2025-08-29,14542449,"UTR PTT Knoxville Women 03, Group C",UTR Women,,Carlota Moreno,Alaina Lisanti,1756480500
2025-08-29,14559604,"UTR PTT Knoxville Women 03, Group C",UTR Women,,Katya Shepherd Johnson,Leyla Fiorella Britez Risso,1756477800
2025-08-29,14520699,"UTR PTT Knoxville Women 03, Group D",UTR Women,,Sara Nayar,Amy Lee,1756384200
2025-08-29,14520511,"UTR PTT Knoxville Women 03, Group D",UTR Women,,Julia Adams,Francesca Mattioli,1756400100
2025-08-29,14520698,"UTR PTT Knoxville Women 03, Group D",UTR Women,,Rutuja Chaphalkar,Amy Lee,1756474200
2025-08-29,14520508,"UTR PTT Knoxville Women 03, Group D",UTR Women,,Sara Nayar,Francesca Mattioli,1756475100
2025-08-29,14516817,"UTR PTT Olomouc Women 05, Group A",UTR Women,,Aneta Poborilova,Aneta Holubova,1756445400
2025-08-29,14516795,"UTR PTT Olomouc Women 05, Group A",UTR Women,,Natalie Salkova,Sofia Milatova,1756457100
2025-08-29,14516813,"UTR PTT Olomouc Women 05, Group B",UTR Women,,Nikola Koprivova,Nela Linhartova,1756453500
2025-08-29,14516804,"UTR PTT Olomouc Women 05, Group B",UTR Women,,Valentina Vachkova,Magdalena Smekalova,1756449000
2025-08-29,14564651,"UTR PTT Olomouc Women 05, Group B",UTR Women,,Viktorie Zidelova,Nela Linhartova,1756454400
2025-08-29,14516806,"UTR PTT Olomouc Women 05, Group C",UTR Women,,Karina Dunda,Simona Wirglerova,1756377300
2025-08-29,14545248,"UTR PTT Olomouc Women 05, Group C",UTR Women,,Karina Dunda,Izabela Heinzova,1756444500
2025-08-29,14518745,"UTR PTT Olomouc Women 05, Group C",UTR Women,,Veronika Sekerkova,Simona Wirglerova,1756450800
2025-08-29,14516807,"UTR PTT Olomouc Women 05, Group D",UTR Women,,Beata Havlickova,Denise Hrdinkova,1756457100
2025-08-29,14516789,"UTR PTT Olomouc Women 05, Group D",UTR Women,,Kiara Zabkova,Gabriela Skrabalova,1756443600
2025-08-29,14558683,"UTR PTT San Diego Women 02, Group A",UTR Women,,Zoe Hammond,Jaedan Brown,1756496700
2025-08-29,14558692,"UTR PTT San Diego Women 02, Group A",UTR Women,,Virginia Crocker,Alicia Herrero Linana,1756502700
2025-08-29,14558686,"UTR PTT San Diego Women 02, Group B",UTR Women,,Maria Fernanda Navarro Oliva,Rhiann Newborn,1756505400
2025-08-29,14558693,"UTR PTT San Diego Women 02, Group B",UTR Women,,Shona Nakano,Robin Anderson,1756490100
2025-08-29,14558676,"UTR PTT San Diego Women 02, Group C",UTR Women,,Alana Boyce,Kailey Evans,1756488600
2025-08-29,14558689,"UTR PTT San Diego Women 02, Group C",UTR Women,,Ariana Anazagasty-Pursoo,Alina Shcherbinina,1756494900
2025-08-29,14558687,"UTR PTT San Diego Women 02, Group C",UTR Women,,Alana Boyce,Alina Shcherbinina,1756503900
2025-08-29,14558688,"UTR PTT San Diego Women 02, Group C",UTR Women,,Kailey Evans,Ariana Anazagasty-Pursoo,1756516500
2025-08-29,14558698,"UTR PTT San Diego Women 02, Group D",UTR Women,,Alejandra Cruz,Riley Crowder,1756495800
2025-08-29,14558696,"UTR PTT San Diego Women 02, Group D",UTR Women,,Veronica Miroshnichenko,Ava Esposito Cogan,1756485000
2025-08-29,14558695,"UTR PTT San Diego Women 02, Group D",UTR Women,,Ava Esposito Cogan,Alejandra Cruz,1756515600
2025-08-29,14558697,"UTR PTT San Diego Women 02, Group D",UTR Women,,Veronica Miroshnichenko,Riley Crowder,1756507500
